"seqnames","start","end","width","strand","gene_id","gene_name","biotype"
"chr2",217730,266398,48669,"-","ENSG00000035115.22","SH3YL1","protein_coding"
"chr2",495731,496633,903,"+","ENSG00000284452.1","ENSG00000284452","lncRNA"
"chr2",663877,676704,12828,"-","ENSG00000151353.15","TMEM18","protein_coding"
"chr2",677186,697382,20197,"+","ENSG00000233296.2","TMEM18-DT","lncRNA"
"chr2",740885,749423,8539,"+","ENSG00000223751.2","ENSG00000223751","lncRNA"
"chr2",949257,951502,2246,"-","ENSG00000235688.3","SNTG2-AS1","lncRNA"
"chr2",3188925,3377830,188906,"-","ENSG00000032389.13","EIPR1","protein_coding"
"chr2",3481242,3482409,1168,"-","ENSG00000225234.1","TRAPPC12-AS1","lncRNA"
"chr2",3497429,3517747,20319,"-","ENSG00000182551.14","ADI1","protein_coding"
"chr2",3558439,3564842,6404,"+","ENSG00000234171.4","RNASEH1-AS1","lncRNA"
"chr2",3568505,3575100,6596,"-","ENSG00000287126.1","ENSG00000287126","lncRNA"
"chr2",3575260,3580920,5661,"+","ENSG00000171863.15","RPS7","protein_coding"
"chr2",3594832,3644644,49813,"+","ENSG00000118004.18","COLEC11","protein_coding"
"chr2",6728177,6770311,42135,"-","ENSG00000205837.7","LINC00487","lncRNA"
"chr2",6819463,6840464,21002,"-","ENSG00000225964.6","NRIR","lncRNA"
"chr2",6917412,7068286,150875,"+","ENSG00000151692.15","RNF144A","protein_coding"
"chr2",6911754,6918734,6981,"-","ENSG00000228203.7","GRASLND","lncRNA"
"chr2",7045329,7077916,32588,"-","ENSG00000223884.7","ENSG00000223884","lncRNA"
"chr2",7988683,8488284,499602,"-","ENSG00000236790.7","LINC00299","lncRNA"
"chr2",8461703,8592903,131201,"-","ENSG00000236008.4","LINC01814","lncRNA"
"chr2",8678854,8684461,5608,"+","ENSG00000115738.10","ID2","protein_coding"
"chr2",8666636,8681853,15218,"-","ENSG00000235092.7","ID2-AS1","lncRNA"
"chr2",8721081,8837630,116550,"-","ENSG00000134313.17","KIDINS220","protein_coding"
"chr2",8852690,9003709,151020,"-","ENSG00000143797.12","MBOAT2","protein_coding"
"chr2",9405684,9423528,17845,"-","ENSG00000119185.13","ITGB1BP1","protein_coding"
"chr2",9473658,9496543,22886,"+","ENSG00000134330.19","IAH1","protein_coding"
"chr2",9489743,9555830,66088,"-","ENSG00000151694.14","ADAM17","protein_coding"
"chr2",9555899,9556775,877,"+","ENSG00000271855.1","ENSG00000271855","lncRNA"
"chr2",9583967,9630997,47031,"-","ENSG00000134308.14","YWHAQ","protein_coding"
"chr2",9843443,9934416,90974,"+","ENSG00000115750.17","TAF1B","protein_coding"
"chr2",9936360,9939087,2728,"+","ENSG00000269973.1","ENSG00000269973","lncRNA"
"chr2",9951693,10002277,50585,"+","ENSG00000134317.18","GRHL1","protein_coding"
"chr2",10039092,10040663,1572,"-","ENSG00000260077.1","ENSG00000260077","lncRNA"
"chr2",10042849,10054420,11572,"+","ENSG00000172059.11","KLF11","protein_coding"
"chr2",10056473,10080944,24472,"-","ENSG00000205795.5","CYS1","protein_coding"
"chr2",10287704,10302485,14782,"-","ENSG00000285872.2","ENSG00000285872","lncRNA"
"chr2",10302889,10427617,124729,"+","ENSG00000115756.13","HPCAL1","protein_coding"
"chr2",10448654,10457693,9040,"+","ENSG00000257135.8","ODC1-DT","lncRNA"
"chr2",10690344,10692099,1756,"+","ENSG00000243819.4","RN7SL832P","lncRNA"
"chr2",10767875,10770058,2184,"-","ENSG00000272275.1","ENSG00000272275","lncRNA"
"chr2",10787281,10837977,50697,"-","ENSG00000143870.13","PDIA6","protein_coding"
"chr2",11155198,11178870,23673,"+","ENSG00000162976.13","SLC66A3","protein_coding"
"chr2",11179759,11348330,168572,"-","ENSG00000134318.15","ROCK2","protein_coding"
"chr2",11482341,11642788,160448,"+","ENSG00000196208.14","GREB1","protein_coding"
"chr2",11833926,12702763,868838,"+","ENSG00000224184.6","MIR3681HG","lncRNA"
"chr2",12716910,12742734,25825,"+","ENSG00000071575.12","TRIB2","protein_coding"
"chr2",15591178,15634346,43169,"+","ENSG00000079785.16","DDX1","protein_coding"
"chr2",16549459,16666331,116873,"-","ENSG00000197872.11","CYRIA","protein_coding"
"chr2",17753858,17788946,35089,"+","ENSG00000178295.15","GEN1","protein_coding"
"chr2",17663812,17800242,136431,"-","ENSG00000163029.16","SMC6","protein_coding"
"chr2",17877847,18361616,483770,"+","ENSG00000170745.12","KCNS3","protein_coding"
"chr2",19896631,19901983,5353,"-","ENSG00000183891.6","TTC32","protein_coding"
"chr2",19902025,19902577,553,"+","ENSG00000271991.2","TTC32-DT","lncRNA"
"chr2",20032650,20051628,18979,"-","ENSG00000068697.7","LAPTM4A","protein_coding"
"chr2",20200797,20225433,24637,"-","ENSG00000115884.11","SDC1","protein_coding"
"chr2",20447074,20449440,2367,"+","ENSG00000143878.10","RHOB","protein_coding"
"chr2",20667144,20679243,12100,"+","ENSG00000143869.7","GDF7","protein_coding"
"chr2",20684014,20823130,139117,"-","ENSG00000118961.15","LDAH","protein_coding"
"chr2",23385179,23708606,323428,"+","ENSG00000119771.15","KLHL29","protein_coding"
"chr2",23748664,23927123,178460,"-","ENSG00000119778.15","ATAD2B","protein_coding"
"chr2",24029347,24049575,20229,"-","ENSG00000163026.12","WDCP","protein_coding"
"chr2",24076526,24169640,93115,"+","ENSG00000219626.9","FAM228B","protein_coding"
"chr2",24077433,24085861,8429,"-","ENSG00000115129.14","TP53I3","protein_coding"
"chr2",24114809,24123464,8656,"-","ENSG00000176732.7","PFN4","protein_coding"
"chr2",24491254,24770702,279449,"+","ENSG00000084676.16","NCOA1","protein_coding"
"chr2",24793392,24822376,28985,"+","ENSG00000138092.11","CENPO","protein_coding"
"chr2",24825610,24826717,1108,"+","ENSG00000271936.1","ENSG00000271936","lncRNA"
"chr2",24819169,24920237,101069,"-","ENSG00000138031.15","ADCY3","protein_coding"
"chr2",24943636,24972071,28436,"-","ENSG00000115137.12","DNAJC27","protein_coding"
"chr2",25160853,25168903,8051,"-","ENSG00000115138.11","POMC","protein_coding"
"chr2",25369136,25375845,6710,"-","ENSG00000235072.2","ARNILA","lncRNA"
"chr2",25421117,25427643,6527,"+","ENSG00000224220.1","DTNB-AS1","lncRNA"
"chr2",25377198,25673647,296450,"-","ENSG00000138101.20","DTNB","protein_coding"
"chr2",26243170,26290465,47296,"+","ENSG00000138029.14","HADHB","protein_coding"
"chr2",26190635,26244672,54038,"-","ENSG00000084754.12","HADHA","protein_coding"
"chr2",26346818,26395885,49068,"+","ENSG00000138018.19","SELENOI","protein_coding"
"chr2",26457203,26558756,101554,"-","ENSG00000115155.19","OTOF","protein_coding"
"chr2",26786027,26801067,15041,"+","ENSG00000115163.15","CENPA","protein_coding"
"chr2",26984776,27014612,29837,"-","ENSG00000205500.8","MAPRE3-AS1","lncRNA"
"chr2",27070623,27071654,1032,"-","ENSG00000228474.6","OST4","protein_coding"
"chr2",27086747,27100593,13847,"+","ENSG00000138030.13","KHK","protein_coding"
"chr2",27098889,27119128,20240,"-","ENSG00000138028.17","CGREF1","protein_coding"
"chr2",27123789,27130755,6967,"+","ENSG00000143994.14","ABHD1","protein_coding"
"chr2",27212269,27217178,4910,"+","ENSG00000138085.18","ATRAID","protein_coding"
"chr2",27199587,27212865,13279,"-","ENSG00000138074.15","SLC5A6","protein_coding"
"chr2",27356493,27367622,11130,"+","ENSG00000234072.1","ENSG00000234072","lncRNA"
"chr2",27364352,27370338,5987,"-","ENSG00000115211.17","EIF2B4","protein_coding"
"chr2",27427790,27442259,14470,"+","ENSG00000115216.14","NRBP1","protein_coding"
"chr2",27444377,27489789,45413,"-","ENSG00000138002.16","IFT172","protein_coding"
"chr2",27628247,27650808,22562,"+","ENSG00000198522.14","GPN1","protein_coding"
"chr2",27663841,27694976,31136,"+","ENSG00000163798.13","SLC4A1AP","protein_coding"
"chr2",27771717,27782694,10978,"+","ENSG00000243147.8","MRPL33","protein_coding"
"chr2",28307063,28310560,3498,"-","ENSG00000223522.2","ENSG00000223522","lncRNA"
"chr2",28707511,28751639,44129,"-","ENSG00000226833.7","ENSG00000226833","lncRNA"
"chr2",28751723,28802940,51218,"+","ENSG00000213639.10","PPP1CB","protein_coding"
"chr2",28782517,28850611,68095,"+","ENSG00000163806.16","SPDYA","protein_coding"
"chr2",28849821,28870309,20489,"-","ENSG00000171103.11","TRMT61B","protein_coding"
"chr2",28894667,28948219,53553,"+","ENSG00000163811.12","WDR43","protein_coding"
"chr2",30231534,30323730,92197,"+","ENSG00000213626.13","LBH","protein_coding"
"chr2",30346623,30361010,14388,"+","ENSG00000235997.4","LINC01936","lncRNA"
"chr2",30447226,30644225,197000,"+","ENSG00000172954.14","LCLAT1","protein_coding"
"chr2",30910467,31155202,244736,"-","ENSG00000158089.15","GALNT14","protein_coding"
"chr2",31173056,31233858,60803,"-","ENSG00000214711.10","CAPN14","protein_coding"
"chr2",31234152,31269451,35300,"+","ENSG00000013016.16","EHD3","protein_coding"
"chr2",32011886,32039805,27920,"-","ENSG00000162961.14","DPY30","protein_coding"
"chr2",32063556,32157637,94082,"+","ENSG00000021574.13","SPAST","protein_coding"
"chr2",32165046,32165757,712,"-","ENSG00000272716.1","SLC30A6-DT","lncRNA"
"chr2",32165841,32224379,58539,"+","ENSG00000152683.14","SLC30A6","protein_coding"
"chr2",32224453,32265732,41280,"-","ENSG00000091106.19","NLRC4","protein_coding"
"chr2",32521927,32523547,1621,"+","ENSG00000276334.1","ENSG00000276334","lncRNA"
"chr2",32526504,32529507,3004,"+","ENSG00000276517.1","ENSG00000276517","lncRNA"
"chr2",32628032,32821051,193020,"+","ENSG00000018699.13","TTC27","protein_coding"
"chr2",32946953,33399509,452557,"+","ENSG00000049323.16","LTBP1","protein_coding"
"chr2",33436324,33564750,128427,"+","ENSG00000152689.18","RASGRP3","protein_coding"
"chr2",33532744,33599347,66604,"-","ENSG00000119812.20","FAM98A","protein_coding"
"chr2",36355778,36551135,195358,"+","ENSG00000150938.10","CRIM1","protein_coding"
"chr2",36837698,36966536,128839,"-","ENSG00000115808.12","STRN","protein_coding"
"chr2",37084451,37099209,14759,"+","ENSG00000152133.16","GPATCH11","protein_coding"
"chr2",37208875,37212677,3803,"+","ENSG00000272054.1","ENSG00000272054","lncRNA"
"chr2",37201612,37231596,29985,"-","ENSG00000115816.15","CEBPZ","protein_coding"
"chr2",37231631,37253403,21773,"+","ENSG00000003509.16","NDUFAF7","protein_coding"
"chr2",37250502,37324833,74332,"-","ENSG00000115825.11","PRKD3","protein_coding"
"chr2",37342827,37373322,30496,"+","ENSG00000115828.17","QPCT","protein_coding"
"chr2",37562486,37613128,50643,"+","ENSG00000236213.3","ENSG00000236213","lncRNA"
"chr2",37641882,37738468,96587,"-","ENSG00000163171.8","CDC42EP3","protein_coding"
"chr2",37923187,38067142,143956,"+","ENSG00000115841.21","RMDN2","protein_coding"
"chr2",37949911,38066972,117062,"-","ENSG00000235848.4","RMDN2-AS1","lncRNA"
"chr2",38073447,38231567,158121,"+","ENSG00000232973.14","CYP1B1-AS1","lncRNA"
"chr2",38067509,38109902,42394,"-","ENSG00000138061.12","CYP1B1","protein_coding"
"chr2",38293954,38377285,83332,"-","ENSG00000119787.14","ATL2","protein_coding"
"chr2",38666081,38741237,75157,"+","ENSG00000143891.17","GALM","protein_coding"
"chr2",38797729,38875934,78206,"-","ENSG00000163214.21","DHX57","protein_coding"
"chr2",39436530,39646390,209861,"+","ENSG00000231312.8","MAP4K3-DT","lncRNA"
"chr2",39249266,39437226,187961,"-","ENSG00000011566.15","MAP4K3","protein_coding"
"chr2",39480783,39482057,1275,"+","ENSG00000289003.1","ENSG00000289003","lncRNA"
"chr2",39664982,39717963,52982,"+","ENSG00000152154.11","TMEM178A","protein_coding"
"chr2",39736061,39779267,43207,"-","ENSG00000138050.15","THUMPD2","protein_coding"
"chr2",41931599,41933909,2311,"-","ENSG00000234362.6","LINC01914","lncRNA"
"chr2",41935368,41956806,21439,"-","ENSG00000205086.8","LINC02898","lncRNA"
"chr2",42048021,42058517,10497,"+","ENSG00000162878.13","PKDCC","protein_coding"
"chr2",42169353,42332548,163196,"+","ENSG00000143924.19","EML4","protein_coding"
"chr2",42333546,42425088,91543,"-","ENSG00000115944.15","COX7A2L","protein_coding"
"chr2",42494569,42756947,262379,"+","ENSG00000057935.14","MTA3","protein_coding"
"chr2",42762481,42764261,1781,"-","ENSG00000162881.6","OXER1","protein_coding"
"chr2",42792299,42795078,2780,"+","ENSG00000288886.1","ENSG00000288886","lncRNA"
"chr2",42767089,42792583,25495,"-","ENSG00000162882.15","HAAO","protein_coding"
"chr2",42795326,42796750,1425,"+","ENSG00000289082.1","ENSG00000289082","lncRNA"
"chr2",43223228,43226606,3379,"-","ENSG00000152518.8","ZFP36L2","protein_coding"
"chr2",43227210,43228855,1646,"+","ENSG00000279873.2","LINC01126","lncRNA"
"chr2",43229573,43233394,3822,"+","ENSG00000234936.1","ENSG00000234936","lncRNA"
"chr2",43637260,43767987,130728,"+","ENSG00000152527.14","PLEKHH2","protein_coding"
"chr2",43774039,43810010,35972,"+","ENSG00000138036.18","DYNC2LI1","protein_coding"
"chr2",43886224,43995984,109761,"-","ENSG00000138095.20","LRPPRC","protein_coding"
"chr2",44168875,44244384,75510,"+","ENSG00000138032.21","PPM1B","protein_coding"
"chr2",44316281,44361862,45582,"-","ENSG00000138078.16","PREPL","protein_coding"
"chr2",44361947,44772592,410646,"+","ENSG00000143919.15","CAMKMT","protein_coding"
"chr2",44941702,44946071,4370,"+","ENSG00000138083.5","SIX3","protein_coding"
"chr2",45388680,45612165,223486,"-","ENSG00000068784.13","SRBD1","protein_coding"
"chr2",45651345,46187990,536646,"+","ENSG00000171132.14","PRKCE","protein_coding"
"chr2",46490750,46542489,51740,"-","ENSG00000250565.7","ATP6V1E2","protein_coding"
"chr2",46568256,46580238,11983,"-","ENSG00000250116.2","RHOQ-AS1","lncRNA"
"chr2",46588075,46617055,28981,"-","ENSG00000151665.13","PIGF","protein_coding"
"chr2",46617215,46630176,12962,"+","ENSG00000119878.6","CRIPT","protein_coding"
"chr2",46699295,46780245,80951,"+","ENSG00000171150.9","SOCS5","protein_coding"
"chr2",46899275,46908678,9404,"+","ENSG00000228925.1","ENSG00000228925","lncRNA"
"chr2",46916157,47076137,159981,"+","ENSG00000068724.17","TTC7A","protein_coding"
"chr2",46901870,46941855,39986,"-","ENSG00000180398.13","MCFD2","protein_coding"
"chr2",47345158,47387601,42444,"+","ENSG00000119888.11","EPCAM","protein_coding"
"chr2",47403067,47663146,260080,"+","ENSG00000095002.15","MSH2","protein_coding"
"chr2",47509290,47570985,61696,"-","ENSG00000184261.5","KCNK12","protein_coding"
"chr2",47695530,47810063,114534,"+","ENSG00000116062.18","MSH6","protein_coding"
"chr2",48314637,48379295,64659,"+","ENSG00000170802.17","FOXN2","protein_coding"
"chr2",48440043,48440597,555,"-","ENSG00000272663.1","PPP1R21-DT","lncRNA"
"chr2",48440598,48515391,74794,"+","ENSG00000162869.16","PPP1R21","protein_coding"
"chr2",48529546,48598513,68968,"+","ENSG00000243244.7","STON1","protein_coding"
"chr2",53852912,53854865,1954,"-","ENSG00000119737.6","GPR75","protein_coding"
"chr2",53532672,53860160,327489,"-","ENSG00000115239.24","ASB3","protein_coding"
"chr2",53864069,53970837,106769,"-","ENSG00000068878.15","PSME4","protein_coding"
"chr2",53970994,54305300,334307,"+","ENSG00000170634.13","ACYP2","protein_coding"
"chr2",54456317,54671446,215130,"+","ENSG00000115306.16","SPTBN1","protein_coding"
"chr2",54662556,54680045,17490,"-","ENSG00000238018.2","ENSG00000238018","lncRNA"
"chr2",54972187,55112621,140435,"-","ENSG00000115310.19","RTN4","protein_coding"
"chr2",55214387,55216126,1740,"-","ENSG00000203327.2","ENSG00000203327","lncRNA"
"chr2",55231903,55235604,3702,"+","ENSG00000143947.15","RPS27A","protein_coding"
"chr2",55172547,55232563,60017,"-","ENSG00000162994.16","CLHC1","protein_coding"
"chr2",55236595,55269347,32753,"-","ENSG00000085760.15","MTIF2","protein_coding"
"chr2",55547292,55618880,71589,"-","ENSG00000275052.5","PPP4R3B","protein_coding"
"chr2",55634061,55693863,59803,"-","ENSG00000138035.15","PNPT1","protein_coding"
"chr2",56183990,56386172,202183,"+","ENSG00000055813.6","CCDC85A","protein_coding"
"chr2",58159243,58241348,82106,"-","ENSG00000115392.12","FANCL","protein_coding"
"chr2",60756266,60802086,45821,"+","ENSG00000115421.13","PAPOLG","protein_coding"
"chr2",60881521,60931612,50092,"+","ENSG00000162924.15","REL","protein_coding"
"chr2",60940223,61018161,77939,"-","ENSG00000162927.14","PUS10","protein_coding"
"chr2",61141592,61144969,3378,"-","ENSG00000212978.6","ENSG00000212978","lncRNA"
"chr2",61145068,61164828,19761,"+","ENSG00000237651.8","C2orf74","protein_coding"
"chr2",61151433,61162105,10673,"-","ENSG00000271889.1","ENSG00000271889","lncRNA"
"chr2",61199979,61200769,791,"+","ENSG00000273302.1","ENSG00000273302","lncRNA"
"chr2",61471188,61484130,12943,"+","ENSG00000270820.7","USP34-DT","lncRNA"
"chr2",61728808,61764305,35498,"-","ENSG00000289410.1","ENSG00000289410","lncRNA"
"chr2",61824848,61854143,29296,"-","ENSG00000170264.13","FAM161A","protein_coding"
"chr2",62069447,62137605,68159,"-","ENSG00000229839.6","ENSG00000229839","lncRNA"
"chr2",62500218,62506195,5978,"-","ENSG00000186889.10","TMEM17","protein_coding"
"chr2",63050057,63057836,7780,"+","ENSG00000115507.10","OTX1","protein_coding"
"chr2",63588800,63607197,18398,"+","ENSG00000014641.21","MDH1","protein_coding"
"chr2",64143239,64257610,114372,"+","ENSG00000225889.10","ENSG00000225889","lncRNA"
"chr2",64185078,64205485,20408,"-","ENSG00000230923.2","LINC00309","lncRNA"
"chr2",64273709,64291656,17948,"+","ENSG00000288932.1","ENSG00000288932","lncRNA"
"chr2",64395220,64453967,58748,"-","ENSG00000223935.3","LGALSL-DT","lncRNA"
"chr2",64522187,64524093,1907,"-","ENSG00000260101.1","AFTPH-DT","lncRNA"
"chr2",64524305,64593005,68701,"+","ENSG00000119844.16","AFTPH","protein_coding"
"chr2",64836985,64848264,11280,"+","ENSG00000287123.1","ENSG00000287123","lncRNA"
"chr2",64846130,64863626,17497,"-","ENSG00000234572.1","LINC01800","lncRNA"
"chr2",64988477,65023865,35389,"+","ENSG00000115902.11","SLC1A4","protein_coding"
"chr2",65030720,65053017,22298,"+","ENSG00000232613.7","LINC02576","lncRNA"
"chr2",64901840,65056226,154387,"-","ENSG00000237638.3","LINC02245","lncRNA"
"chr2",65056366,65086853,30488,"+","ENSG00000011523.14","CEP68","protein_coding"
"chr2",65310851,65432637,121787,"-","ENSG00000198369.10","SPRED2","protein_coding"
"chr2",67397322,67412089,14768,"+","ENSG00000143971.9","ETAA1","protein_coding"
"chr2",68041130,68110948,69819,"-","ENSG00000197223.12","C1D","protein_coding"
"chr2",68122936,68157546,34611,"-","ENSG00000243667.7","DNAAF10","protein_coding"
"chr2",68157888,68176238,18351,"+","ENSG00000115946.8","PNO1","protein_coding"
"chr2",68252870,68253848,979,"+","ENSG00000273064.1","ENSG00000273064","lncRNA"
"chr2",68178857,68256237,77381,"-","ENSG00000221823.11","PPP3R1","protein_coding"
"chr2",68365282,68397453,32172,"+","ENSG00000115956.10","PLEK","protein_coding"
"chr2",68467572,68649610,182039,"+","ENSG00000169621.10","APLF","protein_coding"
"chr2",68679601,68826833,147233,"+","ENSG00000163219.12","ARHGAP25","protein_coding"
"chr2",69013179,69249327,236149,"+","ENSG00000169604.21","ANTXR1","protein_coding"
"chr2",69319780,69387250,67471,"-","ENSG00000198380.13","GFPT1","protein_coding"
"chr2",69396113,69437628,41516,"-","ENSG00000169599.13","NFU1","protein_coding"
"chr2",69663299,69664331,1033,"+","ENSG00000289250.1","ENSG00000289250","lncRNA"
"chr2",69789544,69799004,9461,"-","ENSG00000288869.1","ENSG00000288869","lncRNA"
"chr2",69893956,69905575,11620,"+","ENSG00000124380.11","SNRNP27","protein_coding"
"chr2",69961632,70103220,141589,"-","ENSG00000179818.16","PCBP1-AS1","lncRNA"
"chr2",70149885,70191019,41135,"-","ENSG00000115998.8","C2orf42","protein_coding"
"chr2",70209444,70248660,39217,"-","ENSG00000116001.17","TIA1","protein_coding"
"chr2",70257386,70281185,23800,"+","ENSG00000116005.12","PCYOX1","protein_coding"
"chr2",70295975,70302090,6116,"-","ENSG00000035141.8","FAM136A","protein_coding"
"chr2",70941817,70948610,6794,"-","ENSG00000239322.1","ATP6V1B1-AS1","lncRNA"
"chr2",70978380,70985499,7120,"+","ENSG00000144031.12","ANKRD53","protein_coding"
"chr2",70985942,70994873,8932,"-","ENSG00000144043.12","TEX261","protein_coding"
"chr2",71064344,71079808,15465,"+","ENSG00000124357.13","NAGK","protein_coding"
"chr2",71112877,71117406,4530,"+","ENSG00000288065.1","ENSG00000288065","lncRNA"
"chr2",71109684,71130239,20556,"-","ENSG00000124370.11","MCEE","protein_coding"
"chr2",71182738,71227103,44366,"-","ENSG00000124374.9","PAIP2B","protein_coding"
"chr2",71276561,71435069,158509,"+","ENSG00000075292.19","ZNF638","protein_coding"
"chr2",72916260,72934891,18632,"+","ENSG00000135638.14","EMX1","protein_coding"
"chr2",72942036,73071728,129693,"-","ENSG00000144040.13","SFXN5","protein_coding"
"chr2",73073382,73156721,83340,"-","ENSG00000135631.17","RAB11FIP5","protein_coding"
"chr2",73214222,73227221,13000,"+","ENSG00000135632.12","SMYD5","protein_coding"
"chr2",73228010,73233239,5230,"-","ENSG00000135617.4","PRADC1","protein_coding"
"chr2",73254682,73284478,29797,"-","ENSG00000163013.12","FBXO41","protein_coding"
"chr2",73385758,73625166,239409,"+","ENSG00000116127.20","ALMS1","protein_coding"
"chr2",73456764,73459482,2719,"+","ENSG00000230002.3","ALMS1-IT1","lncRNA"
"chr2",73729104,73737400,8297,"-","ENSG00000144034.16","TPRKB","protein_coding"
"chr2",73762184,73780157,17974,"-","ENSG00000144048.10","DUSP11","protein_coding"
"chr2",73784189,73817147,32959,"+","ENSG00000187833.7","C2orf78","protein_coding"
"chr2",73823154,73824593,1440,"-","ENSG00000287250.1","ENSG00000287250","lncRNA"
"chr2",73834422,73856965,22544,"-","ENSG00000286244.1","ENSG00000286244","lncRNA"
"chr2",73926826,73958961,32136,"+","ENSG00000114956.20","DGUOK","protein_coding"
"chr2",73947322,73982164,34843,"-","ENSG00000237883.3","DGUOK-AS1","lncRNA"
"chr2",74123965,74135399,11435,"+","ENSG00000217702.3","ENSG00000217702","lncRNA"
"chr2",74135641,74147912,12272,"-","ENSG00000163170.12","BOLA3","protein_coding"
"chr2",74148007,74151952,3946,"+","ENSG00000225439.4","BOLA3-AS1","lncRNA"
"chr2",74152528,74178898,26371,"-","ENSG00000114978.18","MOB1A","protein_coding"
"chr2",74186172,74216241,30070,"+","ENSG00000065911.13","MTHFD2","protein_coding"
"chr2",74217566,74343414,125849,"-","ENSG00000188687.17","SLC4A5","protein_coding"
"chr2",74361154,74391988,30835,"-","ENSG00000204843.13","DCTN1","protein_coding"
"chr2",74416584,74416781,198,"+","ENSG00000286623.1","ENSG00000286623","lncRNA"
"chr2",74455087,74457944,2858,"+","ENSG00000115274.15","INO80B","protein_coding"
"chr2",74458400,74460891,2492,"+","ENSG00000239779.7","WBP1","protein_coding"
"chr2",74461057,74465338,4282,"-","ENSG00000115275.15","MOGS","protein_coding"
"chr2",74465411,74472831,7421,"+","ENSG00000286883.1","ENSG00000286883","lncRNA"
"chr2",74472962,74483321,10360,"-","ENSG00000135637.14","CCDC142","protein_coding"
"chr2",74483409,74494559,11151,"+","ENSG00000115282.21","TTC31","protein_coding"
"chr2",74497517,74501614,4098,"-","ENSG00000179528.16","LBX2","protein_coding"
"chr2",74501717,74502365,649,"+","ENSG00000272183.1","ENSG00000272183","lncRNA"
"chr2",74502552,74505042,2491,"+","ENSG00000257702.4","LBX2-AS1","lncRNA"
"chr2",74526645,74529724,3080,"-","ENSG00000115307.17","AUP1","protein_coding"
"chr2",74529761,74531925,2165,"+","ENSG00000115317.12","HTRA2","protein_coding"
"chr2",74532258,74555690,23433,"-","ENSG00000115318.12","LOXL3","protein_coding"
"chr2",74832655,74833987,1333,"-","ENSG00000272711.1","HK2-DT","lncRNA"
"chr2",74834127,74893359,59233,"+","ENSG00000159399.10","HK2","protein_coding"
"chr2",74918148,74938418,20271,"+","ENSG00000204792.2","LINC01291","lncRNA"
"chr2",74919555,74924846,5292,"-","ENSG00000236209.1","ENSG00000236209","lncRNA"
"chr2",74940258,74942670,2413,"+","ENSG00000230836.1","LINC01293","lncRNA"
"chr2",74958643,74970128,11486,"+","ENSG00000115350.12","POLE4","protein_coding"
"chr2",75154366,75189949,35584,"+","ENSG00000270571.2","ENSG00000270571","lncRNA"
"chr2",75646783,75690851,44069,"+","ENSG00000115364.14","MRPL19","protein_coding"
"chr2",75669989,75670454,466,"+","ENSG00000271452.1","ENSG00000271452","lncRNA"
"chr2",75652000,75710781,58782,"-","ENSG00000005436.14","GCFC2","protein_coding"
"chr2",84459572,84460181,610,"+","ENSG00000289076.1","ENSG00000289076","lncRNA"
"chr2",84516498,84819589,303092,"+","ENSG00000115423.19","DNAH6","protein_coding"
"chr2",84821650,84907008,85359,"-","ENSG00000186854.11","TRABD2A","protein_coding"
"chr2",84926019,84966685,40667,"+","ENSG00000287625.1","ENSG00000287625","lncRNA"
"chr2",85133392,85310387,176996,"+","ENSG00000152284.5","TCF7L1","protein_coding"
"chr2",85318027,85328251,10225,"-","ENSG00000152291.15","TGOLN2","protein_coding"
"chr2",85341955,85354393,12439,"-","ENSG00000042445.14","RETSAT","protein_coding"
"chr2",85394753,85418432,23680,"-","ENSG00000042493.16","CAPG","protein_coding"
"chr2",85418504,85426724,8221,"+","ENSG00000286011.2","ENSG00000286011","lncRNA"
"chr2",85545282,85561532,16251,"-","ENSG00000115486.13","GGCX","protein_coding"
"chr2",85584431,85593406,8976,"+","ENSG00000168899.5","VAMP5","protein_coding"
"chr2",85602856,85649283,46428,"+","ENSG00000168883.20","USP39","protein_coding"
"chr2",85605254,85612066,6813,"-","ENSG00000168887.11","C2orf68","protein_coding"
"chr2",85837120,85905199,68080,"-","ENSG00000115525.18","ST3GAL5","protein_coding"
"chr2",86020216,86106155,85940,"-","ENSG00000068654.17","POLR1A","protein_coding"
"chr2",86106223,86142157,35935,"+","ENSG00000132300.19","PTCD3","protein_coding"
"chr2",86143932,86195472,51541,"-","ENSG00000132305.22","IMMT","protein_coding"
"chr2",86195590,86196049,460,"+","ENSG00000273080.1","ENSG00000273080","lncRNA"
"chr2",86199355,86213790,14436,"+","ENSG00000132313.15","MRPL35","protein_coding"
"chr2",86213993,86338083,124091,"-","ENSG00000068615.20","REEP1","protein_coding"
"chr2",86503430,86563479,60050,"-","ENSG00000115561.16","CHMP3","protein_coding"
"chr2",86720291,86778041,57751,"+","ENSG00000153561.13","RMND5A","protein_coding"
"chr2",87002559,87021852,19294,"-","ENSG00000183281.15","PLGLB1","protein_coding"
"chr2",87454781,87636740,181960,"+","ENSG00000222041.12","CYTOR","lncRNA"
"chr2",87439523,87459044,19522,"-","ENSG00000280721.1","LINC01943","lncRNA"
"chr2",87748087,87759476,11390,"+","ENSG00000125551.19","PLGLB2","protein_coding"
"chr2",88016780,88021451,4672,"+","ENSG00000287670.1","ENSG00000287670","lncRNA"
"chr2",88122982,88128062,5081,"-","ENSG00000163586.10","FABP1","protein_coding"
"chr2",88170295,88186636,16342,"+","ENSG00000144115.18","THNSL2","protein_coding"
"chr2",88627539,88631821,4283,"+","ENSG00000234028.4","EIF2AK3-DT","lncRNA"
